budget,revenue,vote_average,vote_count,imdbID,Title,Year,Genre,Metascore,imdbRating,studio_type,audience_score,metascore_10,gap
20000000,75734910,7.217,2588,tt12003946,Violent Night,2022,"Action, Comedy, Thriller",55.0,6.7,major,6.9585,5.5,1.4585
74000000,325186032,6.11,2566,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,"Animation, Adventure, Comedy",62.0,6.0,major,6.055,6.2,-0.14500000000000046
70000000,182379278,6.68,2542,tt4624424,Storks,2016,"Animation, Adventure, Comedy",56.0,6.8,major,6.74,5.6,1.1400000000000006
30000000,21418477,6.891,2532,tt27403986,Juror #2,2024,"Crime, Drama, Mystery",72.0,7.0,major,6.9455,7.2,-0.25450000000000017
25000000,50401502,7.85,2517,tt4916630,Just Mercy,2019,"Biography, Crime, Drama",68.0,7.6,major,7.725,6.8,0.9249999999999998
40000000,52303589,6.62,2488,tt4998632,Ambulance,2022,"Action, Crime, Drama",55.0,6.1,major,6.359999999999999,5.5,0.8599999999999994
32500000,88314672,5.989,2479,tt14209916,Cocaine Bear,2023,"Comedy, Crime, Thriller",54.0,5.9,major,5.9445,5.4,0.5444999999999993
15000000,61800000,6.2,2419,tt3850590,Krampus,2015,"Comedy, Fantasy, Horror",49.0,6.2,major,6.2,4.9,1.2999999999999998
60000000,0,6.331,2414,tt6802400,Coming 2 America,2021,"Comedy, Music",52.0,5.3,major,5.8155,5.2,0.6154999999999999
50000000,56722693,4.928,2406,tt1608290,Zoolander 2,2016,"Action, Adventure, Comedy",34.0,4.7,major,4.814,3.4,1.4140000000000001
35000000,43203413,5.217,2396,tt1758810,The Snowman,2017,"Crime, Drama, Horror",23.0,5.2,major,5.2085,2.3,2.9085
6500000,48021766,6.205,2334,tt10039344,Countdown,2019,"Horror, Thriller",31.0,5.4,major,5.8025,3.1,2.7025
0,0,8.137,2327,tt5116302,Togo,2019,"Adventure, Biography, Drama",69.0,7.9,major,8.0185,6.9,1.1184999999999992
72000000,298776052,7.358,2280,tt6495056,Migration,2023,"Animation, Adventure, Comedy",56.0,6.6,major,6.978999999999999,5.6,1.3789999999999996
25000000,53918723,6.737,2262,tt6850820,Peppermint,2018,"Action, Thriller",29.0,6.5,major,6.6185,2.9,3.7185
120000000,173961069,6.082,2257,tt5523010,The Nutcracker and the Four Realms,2018,"Adventure, Family, Fantasy",39.0,5.6,major,5.840999999999999,3.9,1.9409999999999994
28000000,138128854,6.587,2244,tt29268110,Smile 2,2024,"Horror, Mystery, Thriller",67.0,6.7,major,6.6434999999999995,6.7,-0.05650000000000066
28000000,130560428,6.321,2219,tt6359956,A Bad Moms Christmas,2017,Comedy,42.0,5.6,major,5.9605,4.2,1.7604999999999995
65000000,26493921,6.444,2178,tt11358390,Renfield,2023,"Action, Comedy, Fantasy",53.0,6.4,major,6.422000000000001,5.3,1.1220000000000008
0,0,6.557,2177,tt6654210,Infinite,2021,"Action, Sci-Fi, Thriller",28.0,5.5,major,6.0285,2.8,3.2285000000000004
15000000,14900000,6.584,2154,tt1727776,Scouts Guide to the Zombie Apocalypse,2015,"Action, Comedy, Horror",32.0,6.3,major,6.442,3.2,3.242
32000000,94539426,6.381,2136,tt6791096,I Feel Pretty,2018,"Comedy, Romance",48.0,5.7,major,6.0405,4.8,1.2405
28000000,43015969,6.658,2135,tt27489557,Abigail,2024,"Action, Comedy, Crime",62.0,6.5,major,6.579000000000001,6.2,0.37900000000000045
18000000,7112282,6.255,2069,tt2649554,Midnight Special,2016,"Drama, Mystery, Sci-Fi",76.0,6.6,major,6.4275,7.6,-1.1724999999999994
33000000,105400796,6.022,2053,tt10665342,Halloween Ends,2022,"Horror, Mystery, Romance",47.0,5.0,major,5.511,4.7,0.8109999999999999
58000000,782837347,7.624,32966,tt1431045,Deadpool,2016,"Action, Comedy, Sci-Fi",65.0,8.0,indie,7.811999999999999,6.5,1.3119999999999994
300000000,2052415039,8.2,32384,tt4154756,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",68.0,8.4,indie,8.3,6.8,1.5000000000000009
356000000,2799439100,8.239,28126,tt4154796,Avengers: Endgame,2019,"Action, Adventure, Sci-Fi",78.0,8.4,indie,8.319500000000001,7.8,0.5195000000000016
235000000,1405403694,7.275,24663,tt2395427,Avengers: Age of Ultron,2015,"Action, Adventure, Sci-Fi",66.0,7.3,indie,7.2875,6.6,0.6875
250000000,1155046416,7.45,24210,tt3498820,Captain America: Civil War,2016,"Action, Sci-Fi",75.0,7.8,indie,7.625,7.5,0.125
200000000,1349926083,7.364,23662,tt1825683,Black Panther,2018,"Action, Adventure, Sci-Fi",88.0,7.3,indie,7.332,8.8,-1.4680000000000009
175000000,857611174,7.908,23652,tt2096673,Inside Out,2015,"Animation, Adventure, Comedy",94.0,8.1,indie,8.004,9.4,-1.3960000000000008
180000000,676343174,7.424,23602,tt1211837,Doctor Strange,2016,"Action, Adventure, Fantasy",72.0,7.5,indie,7.462,7.2,0.26199999999999957
175000000,880978185,7.331,23392,tt2250912,Spider-Man: Homecoming,2017,"Action, Adventure, Sci-Fi",73.0,7.4,indie,7.365500000000001,7.3,0.065500000000001
200000000,863756051,7.61,23113,tt3896198,Guardians of the Galaxy: Vol. 2,2017,"Action, Adventure, Comedy",67.0,7.6,indie,7.605,6.7,0.9050000000000002
200000000,1921206586,7.9,22331,tt10872600,Spider-Man: No Way Home,2021,"Action, Adventure, Fantasy",71.0,8.1,indie,8.0,7.1,0.9000000000000004
180000000,855301806,7.583,22190,tt3501632,Thor: Ragnarok,2017,"Action, Adventure, Comedy",74.0,7.9,indie,7.7415,7.4,0.3414999999999999
108000000,631058917,7.706,21507,tt3659388,The Martian,2015,"Adventure, Drama, Sci-Fi",80.0,8.0,indie,7.853,8.0,-0.14700000000000024
175000000,814641172,8.198,21169,tt2380307,Coco,2017,"Animation, Adventure, Drama",81.0,8.4,indie,8.299,8.1,0.19899999999999984
130000000,519311965,7.067,21006,tt0478970,Ant-Man,2015,"Action, Comedy, Sci-Fi",64.0,7.2,indie,7.1335,6.4,0.7334999999999994
11363000,257591776,8.5,20948,tt6751668,Parasite,2019,"Drama, Thriller",97.0,8.5,indie,8.5,9.7,-1.1999999999999993
245000000,2068223624,7.248,20687,tt2488496,Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",80.0,7.7,indie,7.474,8.0,-0.5259999999999998
97000000,619021436,7.822,20573,tt3315342,Logan,2017,"Action, Drama, Sci-Fi",77.0,8.1,indie,7.961,7.7,0.2610000000000001
35000000,719766009,7.24,20475,tt1396484,It,2017,Horror,69.0,7.3,indie,7.27,6.9,0.3699999999999992
47000000,203388186,7.631,19583,tt2543164,Arrival,2016,"Drama, Mystery, Sci-Fi",81.0,7.9,indie,7.7655,8.1,-0.33449999999999935
135000000,532950503,7.541,19484,tt1663202,The Revenant,2016,"Action, Drama, Western",76.0,8.0,indie,7.7705,7.6,0.17050000000000054
110000000,785896632,7.491,19404,tt5463162,Deadpool 2,2018,"Action, Adventure, Comedy",66.0,7.6,indie,7.5455,6.6,0.9455
4500000,255407969,7.624,19084,tt5052448,Get Out,2017,"Horror, Mystery, Thriller",85.0,7.8,indie,7.712,8.5,-0.7880000000000003
9000000,278454358,7.342,18456,tt4972582,Split,2016,"Horror, Thriller",63.0,7.3,indie,7.321,6.3,1.021
150000000,1025521689,7.8,18307,tt2948356,Zootopia,2016,"Animation, Action, Adventure",78.0,8.0,indie,7.9,7.8,0.10000000000000053
30000000,509183536,7.898,18262,tt3783958,La La Land,2016,"Comedy, Drama, Music",94.0,8.0,indie,7.949,9.4,-1.4510000000000005
81000000,414351546,7.62,17943,tt2802144,Kingsman: The Secret Service,2015,"Action, Adventure, Comedy",60.0,7.7,indie,7.66,6.0,1.6600000000000001
52000000,910813521,7.955,17884,tt1727824,Bohemian Rhapsody,2018,"Biography, Drama, Music",49.0,7.9,indie,7.9275,4.9,3.0275
90000000,394884133,8.393,17484,tt4633694,Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",87.0,8.4,indie,8.3965,8.7,-0.30349999999999966
116000000,856085151,6.825,17376,tt1270797,Venom,2018,"Action, Adventure, Sci-Fi",35.0,6.6,indie,6.7125,3.5,3.2125000000000004
160000000,1132723226,7.396,17181,tt6320628,Spider-Man: Far from Home,2019,"Action, Adventure, Comedy",69.0,7.3,indie,7.348,6.9,0.4479999999999995
34000000,226945087,7.443,16978,tt3890160,Baby Driver,2017,"Action, Crime, Drama",86.0,7.5,indie,7.4715,8.6,-1.1284999999999998
152000000,1131416446,6.778,16895,tt4154664,Captain Marvel,2019,"Action, Adventure, Sci-Fi",64.0,6.7,indie,6.739,6.4,0.3389999999999995
200000000,1056057273,7.509,16550,tt3748528,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",65.0,7.8,indie,7.6545000000000005,6.5,1.1545000000000005
300000000,1334407706,6.747,16471,tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,"Action, Adventure, Fantasy",84.0,6.8,indie,6.7735,8.4,-1.6265
44000000,155760117,7.756,15421,tt3460252,The Hateful Eight,2015,"Crime, Drama, Mystery",68.0,7.8,indie,7.7780000000000005,6.8,0.9780000000000006
150000000,259239658,7.598,15362,tt1856101,Blade Runner 2049,2017,"Action, Drama, Mystery",81.0,8.0,indie,7.7989999999999995,8.1,-0.30100000000000016
165000000,410668500,7.783,15182,tt1160419,Dune: Part One,2021,"Action, Adventure, Drama",74.0,8.0,indie,7.891500000000001,7.4,0.49150000000000027
40000000,175302354,8.193,15035,tt2119532,Hacksaw Ridge,2016,"Biography, Drama, History",71.0,8.1,indie,8.1465,7.1,1.0465
95000000,393869691,7.422,15016,tt7131622,Once Upon a Time... in Hollywood,2019,"Comedy, Drama",84.0,7.6,indie,7.510999999999999,8.4,-0.8890000000000011
90000000,995339117,6.821,14624,tt2283362,Jumanji: Welcome to the Jungle,2017,"Action, Adventure, Comedy",58.0,6.9,indie,6.8605,5.8,1.0605000000000002
40000000,171539887,7.342,14415,tt4425200,John Wick: Chapter 2,2017,"Action, Crime, Thriller",75.0,7.4,indie,7.371,7.5,-0.12899999999999956
15000000,36869414,7.571,14404,tt0470752,Ex Machina,2014,"Drama, Sci-Fi, Thriller",78.0,7.7,indie,7.6355,7.8,-0.16449999999999942
460000000,2334484620,7.593,14400,tt1630029,Avatar: The Way of Water,2022,"Animation, Action, Adventure",67.0,7.5,indie,7.5465,6.7,0.8464999999999998
110000000,303144152,6.957,14347,tt1355644,Passengers,2016,"Drama, Romance, Sci-Fi",41.0,7.0,indie,6.9785,4.1,2.8785000000000007
140000000,622674139,6.902,14298,tt5095030,Ant-Man and the Wasp,2018,"Action, Adventure, Comedy",70.0,7.0,indie,6.9510000000000005,7.0,-0.04899999999999949
40000000,312897920,7.84,14216,tt8946378,Knives Out,2019,"Comedy, Crime, Drama",82.0,7.9,indie,7.87,8.2,-0.3299999999999992
178000000,543934787,6.527,13894,tt3385516,X-Men: Apocalypse,2016,"Action, Adventure, Sci-Fi",52.0,6.8,indie,6.6635,5.2,1.4634999999999998
150000000,690860472,7.565,13868,tt3521164,Moana,2016,"Animation, Adventure, Comedy",81.0,7.6,indie,7.5825,8.1,-0.5175000000000001
200000000,1243225667,7.454,13793,tt3606756,Incredibles 2,2018,"Animation, Action, Adventure",80.0,7.5,indie,7.477,8.0,-0.5229999999999997
100000000,446064352,7.985,13692,tt8579674,1917,2020,"Action, Drama, War",78.0,8.2,indie,8.0925,7.8,0.29249999999999954
160000000,653428261,6.902,13449,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,"Action, Adventure, Sci-Fi",65.0,6.6,indie,6.7509999999999994,6.5,0.25099999999999945
20000000,207945075,7.929,13410,tt2674426,Me Before You,2016,"Drama, Romance",51.0,7.4,indie,7.6645,5.1,2.5645000000000007
23000000,321752656,8.225,13031,tt6966692,Green Book,2018,"Biography, Comedy, Drama",69.0,8.2,indie,8.212499999999999,6.9,1.3124999999999982
19500000,195300000,7.236,12948,tt5580390,The Shape of Water,2017,"Drama, Fantasy, Romance",87.0,7.3,indie,7.268,8.7,-1.4319999999999995
3500000,43143046,8.086,12846,tt5726616,Call Me by Your Name,2017,"Drama, Romance",94.0,7.8,indie,7.943,9.4,-1.4570000000000007
200000000,1029266989,7.042,12737,tt2277860,Finding Dory,2016,"Animation, Adventure, Comedy",77.0,7.2,indie,7.121,7.7,-0.5789999999999997
7500000,405320132,8.481,12731,tt5311514,Your Name.,2016,"Animation, Drama, Fantasy",81.0,8.4,indie,8.4405,8.1,0.34050000000000047
55000000,328349908,7.4,11886,tt6146586,John Wick: Chapter 3 - Parabellum,2019,"Action, Crime, Drama",73.0,7.4,indie,7.4,7.3,0.10000000000000053
120000000,334897606,6.826,11684,tt3110958,Now You See Me 2,2016,"Action, Adventure, Comedy",46.0,6.4,indie,6.6129999999999995,4.6,2.013
150000000,121977511,8.09,11559,tt2948372,Soul,2020,"Animation, Adventure, Comedy",83.0,8.0,indie,8.045,8.3,-0.2550000000000008
200000000,379751131,7.162,11375,tt3480822,Black Widow,2021,"Action, Adventure, Sci-Fi",68.0,6.6,indie,6.881,6.8,0.0810000000000004
245000000,880707597,6.571,11343,tt2379713,Spectre,2015,"Action, Adventure, Thriller",60.0,6.8,indie,6.685499999999999,6.0,0.6854999999999993
110000000,506863592,6.74,11265,tt7097896,Venom: Let There Be Carnage,2021,"Animation, Action, Adventure",49.0,5.9,indie,6.32,4.9,1.42
185000000,566652812,6.556,11225,tt3731562,Kong: Skull Island,2017,"Action, Adventure, Fantasy",62.0,6.7,indie,6.628,6.2,0.42799999999999994
104000000,410902662,6.946,11224,tt4649466,Kingsman: The Golden Circle,2017,"Action, Adventure, Comedy",44.0,6.7,indie,6.823,4.4,2.423
61000000,312296056,6.731,11134,tt4046784,Maze Runner: The Scorch Trials,2015,"Action, Adventure, Sci-Fi",43.0,6.3,indie,6.515499999999999,4.3,2.2154999999999996
15000000,162729321,8.053,11024,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama",88.0,8.1,indie,8.0765,8.8,-0.7235000000000014
489900000,1074144248,6.262,10960,tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,"Action, Adventure, Fantasy",53.0,6.3,indie,6.281,5.3,0.9809999999999999
175000000,1073841394,7.464,10787,tt1979376,Toy Story 4,2019,"Animation, Adventure, Comedy",84.0,7.6,indie,7.532,8.4,-0.8680000000000003
200000000,470116094,7.531,10714,tt5034838,Godzilla vs. Kong,2021,"Action, Sci-Fi, Thriller",59.0,6.3,indie,6.9155,5.9,1.0154999999999994
19800000,0,6.826,10692,tt2737304,Bird Box,2018,"Horror, Mystery, Sci-Fi",51.0,6.6,indie,6.712999999999999,5.1,1.6129999999999995
55000000,352800000,6.707,10619,tt3402236,Murder on the Orient Express,2017,"Comedy, Crime, Drama",52.0,6.5,indie,6.6035,5.2,1.4035000000000002
110000000,296482446,6.84,10544,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,"Adventure, Drama, Family",57.0,6.7,indie,6.77,5.7,1.0699999999999994
25000000,235957472,8.045,10533,tt4846340,Hidden Figures,2016,"Biography, Drama, History",74.0,7.8,indie,7.922499999999999,7.4,0.5224999999999991
150000000,432243292,7.492,10529,tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,"Action, Adventure, Fantasy",71.0,7.3,indie,7.396,7.1,0.29600000000000026
14000000,82468705,7.98,10527,tt2584384,Jojo Rabbit,2019,"Comedy, Drama, War",58.0,7.9,indie,7.94,5.8,2.1400000000000006
295400000,955775804,7.231,10519,tt9419884,Doctor Strange in the Multiverse of Madness,2022,"Action, Adventure, Fantasy",60.0,6.9,indie,7.0655,6.0,1.0655000000000001
110000000,297002527,6.36,10506,tt2908446,The Divergent Series: Insurgent,2015,"Action, Adventure, Romance",42.0,6.2,indie,6.28,4.2,2.08
150000000,1453683476,7.229,10361,tt4520988,Frozen II,2019,"Animation, Adventure, Comedy",64.0,6.8,indie,7.0145,6.4,0.6144999999999996
80000000,367799011,6.974,10305,tt0448115,Shazam!,2019,"Action, Adventure, Comedy",71.0,7.0,indie,6.987,7.1,-0.11299999999999955
150000000,261292688,7.567,10291,tt2953050,Encanto,2021,"Animation, Comedy, Family",75.0,7.2,indie,7.3835,7.5,-0.11650000000000027
170000000,405000000,7.268,10193,tt0437086,Alita: Battle Angel,2019,"Action, Adventure, Sci-Fi",53.0,7.3,indie,7.284,5.3,1.984
84000000,459066134,7.857,10129,tt1485796,The Greatest Showman,2017,"Biography, Drama, Musical",48.0,7.5,indie,7.6785,4.8,2.8785
110000000,331526598,7.446,9967,tt6264654,Free Guy,2021,"Action, Adventure, Comedy",62.0,7.1,indie,7.273,6.2,1.0729999999999995
150000000,490719763,7.221,9813,tt3450958,War for the Planet of the Apes,2017,"Action, Adventure, Drama",82.0,7.4,indie,7.3105,8.2,-0.8894999999999991
13000000,35401758,7.99,9748,tt3170832,Room,2015,"Drama, Thriller",86.0,8.1,indie,8.045,8.6,-0.5549999999999997
79000000,473123154,6.837,9725,tt7349950,It: Chapter Two,2019,"Drama, Fantasy, Horror",58.0,6.5,indie,6.6685,5.8,0.8685
30000000,84997446,7.423,9691,tt3397884,Sicario,2015,"Action, Crime, Drama",82.0,7.7,indie,7.5615000000000006,8.2,-0.6384999999999987
0,9458590,6.992,9558,tt10886166,365 Days,2020,"Drama, Romance",,3.3,indie,5.146,,
97000000,240891763,6.182,9530,tt2316204,Alien: Covenant,2017,"Horror, Sci-Fi, Thriller",65.0,6.4,indie,6.291,6.5,-0.20899999999999963
75000000,791863,7.06,9482,tt11286314,Don't Look Up,2021,"Comedy, Drama, Sci-Fi",49.0,7.1,indie,7.08,4.9,2.1799999999999997
125000000,801693929,6.872,9462,tt7975244,Jumanji: The Next Level,2019,"Action, Adventure, Comedy",58.0,6.6,indie,6.736,5.8,0.9359999999999999
250000000,392952373,6.6,9364,tt3778644,Solo: A Star Wars Story,2018,"Action, Adventure, Sci-Fi",62.0,6.9,indie,6.75,6.2,0.5499999999999998
40000000,322819915,7.294,9289,tt3065204,The Conjuring 2,2016,"Horror, Mystery, Thriller",65.0,7.3,indie,7.297,6.5,0.7969999999999997
200000000,402064899,6.8,9256,tt9032400,Eternals,2021,"Action, Adventure, Fantasy",52.0,6.2,indie,6.5,5.2,1.2999999999999998
20000000,246999039,6.665,9161,tt6823368,Glass,2019,"Drama, Fantasy, Horror",43.0,6.6,indie,6.6325,4.3,2.3325000000000005
97600000,225508210,8.008,9121,tt1950186,Ford v Ferrari,2019,"Action, Biography, Drama",81.0,8.1,indie,8.053999999999998,8.1,-0.04600000000000115
10000000,79000000,7.251,9082,tt4925292,Lady Bird,2017,"Comedy, Drama",93.0,7.4,indie,7.3255,9.3,-1.9745000000000008
90000000,484700000,8.212,9045,tt3915174,Puss in Boots: The Last Wish,2022,"Animation, Action, Adventure",73.0,7.8,indie,8.006,7.3,0.7060000000000004
200000000,51074773,7.779,9019,tt12801262,Luca,2021,"Animation, Adventure, Comedy",71.0,7.4,indie,7.5895,7.1,0.4895000000000005
200000000,1338073645,7.581,9011,tt6263850,Deadpool & Wolverine,2024,"Action, Adventure, Comedy",56.0,7.5,indie,7.5405,5.6,1.9405000000000001
20000000,98690254,7.811,8862,tt1895587,Spotlight,2015,"Biography, Crime, Drama",93.0,8.1,indie,7.9555,9.3,-1.344500000000001
100000000,690897910,8.339,8853,tt9362722,Spider-Man: Across the Spider-Verse,2023,"Animation, Action, Adventure",86.0,8.5,indie,8.4195,8.6,-0.18050000000000033
90000000,426505244,7.113,8807,tt1502397,Bad Boys for Life,2020,"Action, Comedy, Crime",59.0,6.5,indie,6.8065,5.9,0.9064999999999994
15000000,110216998,7.006,8779,tt1179933,10 Cloverfield Lane,2016,"Drama, Horror, Sci-Fi",76.0,7.2,indie,7.103,7.6,-0.4969999999999999
50000000,71261763,7.132,8762,tt3799694,The Nice Guys,2016,"Action, Comedy, Crime",70.0,7.4,indie,7.266,7.0,0.266
0,0,7.593,8737,tt3846674,To All the Boys I've Loved Before,2018,"Comedy, Drama, Romance",64.0,7.0,indie,7.2965,6.4,0.8964999999999996
10000000,87796204,7.293,8735,tt7784604,Hereditary,2018,"Drama, Horror, Mystery",87.0,7.3,indie,7.2965,8.7,-1.4034999999999993
250000000,760928081,6.368,8698,tt10648342,Thor: Love and Thunder,2022,"Action, Adventure, Comedy",57.0,6.1,indie,6.234,5.7,0.5339999999999998
49000000,104399548,6.79,8552,tt1823672,Chappie,2015,"Action, Crime, Drama",41.0,6.8,indie,6.795,4.1,2.6950000000000003
14000000,69497587,7.104,8544,tt4126476,After,2019,"Drama, Romance",30.0,5.3,indie,6.202,3.0,3.202
250000000,845550000,7.931,8537,tt6791350,Guardians of the Galaxy Vol. 3,2023,"Action, Adventure, Comedy",64.0,7.9,indie,7.9155,6.4,1.5154999999999994
8500000,87547518,7.753,8519,tt5700672,Train to Busan,2016,"Action, Horror, Thriller",73.0,7.6,indie,7.6765,7.3,0.37650000000000006
16000000,57512470,7.872,8501,tt7888964,Nobody,2021,"Action, Crime, Drama",64.0,7.4,indie,7.636,6.4,1.2359999999999998
75000000,634151679,7.125,8494,tt3470600,Sing,2016,"Animation, Comedy, Family",59.0,7.1,indie,7.1125,5.9,1.2124999999999995
62000000,288418190,7.08,8488,tt4500922,Maze Runner: The Death Cure,2018,"Action, Adventure, Sci-Fi",50.0,6.3,indie,6.6899999999999995,5.0,1.6899999999999995
22500000,29300000,7.409,8344,tt4550098,Nocturnal Animals,2016,"Drama, Thriller",67.0,7.4,indie,7.4045000000000005,6.7,0.7045000000000003
20000000,315025930,8.104,8316,tt2543472,Wonder,2017,"Drama, Family",66.0,7.9,indie,8.001999999999999,6.6,1.4019999999999992
190000000,714844358,8.13,8247,tt15239678,Dune: Part Two,2024,"Action, Adventure, Drama",79.0,8.4,indie,8.265,7.9,0.3650000000000002
9000000,48498408,7.148,8235,tt8772262,Midsommar,2019,"Drama, Horror, Mystery",72.0,7.1,indie,7.124,7.2,-0.07600000000000051
175000000,529323962,7.158,8179,tt5848272,Ralph Breaks the Internet,2018,"Animation, Adventure, Comedy",71.0,7.0,indie,7.079000000000001,7.1,-0.02099999999999902
125000000,240700000,5.4,8174,tt2094766,Assassin's Creed,2016,"Action, Adventure, Sci-Fi",36.0,5.6,indie,5.5,3.6,1.9
25000000,139200000,7.714,8172,tt6710474,Everything Everywhere All at Once,2022,"Action, Adventure, Comedy",81.0,7.7,indie,7.707000000000001,8.1,-0.3929999999999989
15000000,93411426,7.488,8159,tt7349662,BlacKkKlansman,2018,"Biography, Comedy, Crime",83.0,7.5,indie,7.494,8.3,-0.8060000000000009
177200000,225973340,6.654,8112,tt2239822,Valerian and the City of a Thousand Planets,2017,"Animation, Action, Adventure",51.0,6.4,indie,6.527,5.1,1.4270000000000005
88000000,244874809,5.784,8109,tt2120120,Pixels,2015,"Action, Adventure, Comedy",27.0,5.6,indie,5.692,2.7,2.992
100000000,447316405,7.711,8107,tt10366206,John Wick: Chapter 4,2023,"Action, Crime, Thriller",78.0,7.6,indie,7.6555,7.8,-0.14449999999999985
9900000,158906350,7.014,8051,tt4160708,Don't Breathe,2016,"Crime, Horror, Thriller",71.0,7.1,indie,7.057,7.1,-0.04299999999999926
37000000,173600000,7.407,8032,tt3076658,Creed,2015,"Action, Drama, Sport",82.0,7.6,indie,7.5035,8.2,-0.6964999999999995
58000000,100541806,6.459,8001,tt5442430,Life,2017,"Horror, Sci-Fi, Thriller",54.0,6.6,indie,6.5295,5.4,1.1294999999999993
1203235,1090116,6.969,7895,tt8228288,The Platform,2019,"Horror, Mystery, Sci-Fi",73.0,7.0,indie,6.984500000000001,7.3,-0.3154999999999992
65000000,0,7.658,7836,tt11866324,Prey,2022,"Action, Adventure, Horror",71.0,7.1,indie,7.379,7.1,0.2789999999999999
19000000,140705322,5.755,7764,tt1700841,Sausage Party,2016,"Animation, Adventure, Comedy",66.0,6.1,indie,5.9275,6.6,-0.6724999999999994
4000000,40423945,7.0,7750,tt4263482,The Witch,2016,"Drama, Fantasy, Horror",84.0,7.0,indie,7.0,8.4,-1.4000000000000004
90000000,239268602,7.4,7695,tt12593682,Bullet Train,2022,"Action, Comedy, Thriller",49.0,7.3,indie,7.35,4.9,2.4499999999999993
120000000,428028233,6.469,7630,tt2231461,Rampage,2018,"Action, Adventure, Sci-Fi",45.0,6.1,indie,6.2844999999999995,4.5,1.7844999999999995
4000000,65046687,7.357,7594,tt4975722,Moonlight,2016,Drama,99.0,7.4,indie,7.378500000000001,9.9,-2.5214999999999996
159000000,968853,7.575,7594,tt1302006,The Irishman,2019,"Biography, Crime, Drama",94.0,7.8,indie,7.6875,9.4,-1.7125000000000004
250000000,859102154,7.004,7588,tt9114286,Black Panther: Wakanda Forever,2022,"Action, Adventure, Drama",67.0,6.6,indie,6.802,6.7,0.10199999999999942
125000000,527965936,6.454,7513,tt3874544,The Boss Baby,2017,"Animation, Adventure, Comedy",50.0,6.3,indie,6.377,5.0,1.3769999999999998
0,0,7.16,7492,tt3799232,The Kissing Booth,2018,"Comedy, Romance",,5.9,indie,6.53,,
18000000,333686,7.732,7475,tt7653254,Marriage Story,2019,"Drama, Romance",94.0,7.9,indie,7.816000000000001,9.4,-1.5839999999999996
150000000,450063166,6.903,7414,tt5884052,Pokémon: Detective Pikachu,2019,"Adventure, Comedy, Family",53.0,6.5,indie,6.701499999999999,5.3,1.4014999999999995
100000000,130423032,7.799,7355,tt5109280,Raya and the Last Dragon,2021,"Animation, Action, Adventure",74.0,7.3,indie,7.5495,7.4,0.14949999999999974
160000000,433677183,6.409,7348,tt0803096,Warcraft,2016,"Action, Adventure, Fantasy",32.0,6.7,indie,6.5545,3.2,3.3545
40000000,165478348,7.243,7329,tt3682448,Bridge of Spies,2015,"Drama, History, Thriller",81.0,7.6,indie,7.4215,8.1,-0.6784999999999997
87500000,127461872,6.134,7301,tt2935510,Ad Astra,2019,"Adventure, Drama, Mystery",80.0,6.5,indie,6.317,8.0,-1.6829999999999998
250000000,774153024,7.34,7241,tt2382320,No Time to Die,2021,"Action, Adventure, Thriller",68.0,7.3,indie,7.32,6.8,0.5200000000000005
22000000,366082797,5.909,7237,tt5814060,The Nun,2018,"Horror, Mystery, Thriller",46.0,5.4,indie,5.6545000000000005,4.6,1.0545000000000009
129000000,539987993,7.755,7195,tt2386490,How to Train Your Dragon: The Hidden World,2019,"Animation, Action, Adventure",71.0,7.4,indie,7.577500000000001,7.1,0.4775000000000009
200000000,252442974,5.968,7162,tt6565702,X-Men: Dark Phoenix,2019,"Action, Adventure, Sci-Fi",43.0,5.7,indie,5.834,4.3,1.5339999999999998
25000000,65663276,7.466,7140,tt1655441,The Age of Adaline,2015,"Drama, Fantasy, Romance",51.0,7.2,indie,7.333,5.1,2.2330000000000005
19000000,85241496,6.997,7059,tt3531824,Nerve,2016,"Adventure, Crime, Drama",58.0,6.5,indie,6.7485,5.8,0.9485000000000001
110000000,179246868,6.101,7034,tt3410834,The Divergent Series: Allegiant,2016,"Action, Adventure, Fantasy",33.0,5.7,indie,5.9005,3.3,2.6005000000000003
2300000,23374076,6.583,7021,tt3235888,It Follows,2014,"Horror, Mystery, Thriller",83.0,6.8,indie,6.6915,8.3,-1.6085000000000012
120000000,407141258,6.882,7004,tt1464335,Uncharted,2022,"Action, Adventure",45.0,6.3,indie,6.590999999999999,4.5,2.0909999999999993
12000000,140312928,8.038,6996,tt3741834,Lion,2016,"Biography, Drama",69.0,8.0,indie,8.019,6.9,1.1189999999999998
40000000,15000000,7.03,6967,tt11564570,Glass Onion,2022,"Comedy, Crime, Drama",81.0,7.1,indie,7.0649999999999995,8.1,-1.0350000000000001
